id,severity,registry,repository,tag,labels,first_seen_at,remediated_at
CVE-2019-12379,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-45918,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-52603,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-52601,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-52590,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2011-3389,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-23307,high,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2022-27943,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2022-0563,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2005-3660,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-26461,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-6535,high,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-24855,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-52607,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-52435,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2022-3219,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-26596,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-6129,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-24864,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-7042,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-50387,high,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-1999-0236,high,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-4134,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-26621,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-4641,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-23848,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-2236,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-0564,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2019-19378,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2012-4542,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-2193,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2008-4609,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-28746,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2016-10723,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-26642,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2019-20838,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-3397,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2007-3719,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2022-3238,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2010-5321,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-52583,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2019-16229,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2007-0450,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2010-0928,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-52589,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2019-1010023,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-52618,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-26629,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-31486,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2014-9892,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2017-17740,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-0340,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2023-52617,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2020-11725,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-24857,medium,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-26601,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2024-26600,unknown,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
CVE-2019-16233,negligible,docker.io,httpd,latest,docker-official,1711138325.2147677,1711141246.0762556
